"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","test_get_tokens_after_user_delete_in_db","tests.API.User","Mon Sep 01 15:00:11 UTC 2025","passed","Mon Sep 01 15:00:11 UTC 2025","TestRefreshTokenNegative","test_refresh_token_user","",""
"","10","test_update_user_invalid_username[Spaces in the username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","9","test_get_tokens_with_invalid_refresh_token","tests.API.User","Mon Sep 01 15:00:11 UTC 2025","passed","Mon Sep 01 15:00:11 UTC 2025","TestRefreshTokenNegative","test_refresh_token_user","",""
"","11","test_expired_access_token[api_client_user-<lambda>3]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","300","test_update_user_positive","tests.API.User","Mon Sep 01 15:00:11 UTC 2025","passed","Mon Sep 01 15:00:12 UTC 2025","TestUpdateUserPositive","test_update_user","",""
"","550","test_update_user_valid_username[valid_complex]","tests.API.User","Mon Sep 01 15:00:15 UTC 2025","passed","Mon Sep 01 15:00:15 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","11","test_create_user_invalid_username[parentheses_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","26","test_create_user_with_exist_email_in_database","tests.API.User","Mon Sep 01 15:00:09 UTC 2025","passed","Mon Sep 01 15:00:09 UTC 2025","TestCreateUserNegative","test_create_user","",""
"","9","test_create_user_invalid_notifications_fields[newsletter-10-422-number_in_email_notification]","tests.API.User","Mon Sep 01 15:00:08 UTC 2025","passed","Mon Sep 01 15:00:08 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_update_user_invalid_username[chinese_username]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","10","test_create_user_invalid_notifications_fields[push-None-422-none_in_email_notification]","tests.API.User","Mon Sep 01 15:00:08 UTC 2025","passed","Mon Sep 01 15:00:08 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","25","test_login_user_valid_password[password_with_exclamation]","tests.API.User","Mon Sep 01 15:00:09 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserValidValidation","test_login_user","",""
"","558","test_update_user_valid_username[valid_mixed_case]","tests.API.User","Mon Sep 01 15:00:13 UTC 2025","passed","Mon Sep 01 15:00:14 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","10","test_update_user_invalid_username[sql_injection_username]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","13","test_create_user_invalid_username[space_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","9","test_create_user_missing_required_field[password-422]","tests.API.User","Mon Sep 01 15:00:09 UTC 2025","passed","Mon Sep 01 15:00:09 UTC 2025","TestCreateUserNegative","test_create_user","",""
"","13","test_upload_invalid_avatar_extension[pptx]","tests.API.User","Mon Sep 01 15:00:31 UTC 2025","passed","Mon Sep 01 15:00:31 UTC 2025","TestUploadAvatarNegative","test_upload_avatar_user","",""
"","9","test_login_user_invalid_email[double_dots]","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserInvalidValidation","test_login_user","",""
"","11","test_upload_invalid_avatar_extension[txt]","tests.API.User","Mon Sep 01 15:00:31 UTC 2025","passed","Mon Sep 01 15:00:31 UTC 2025","TestUploadAvatarNegative","test_upload_avatar_user","",""
"","9","test_login_user_invalid_password[Password length < 8]","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserInvalidValidation","test_login_user","",""
"","25","test_update_user_invalid_username[Empty username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","11","test_create_user_invalid_passwords[Bool [T,F] in the passwords]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","298","test_update_user_valid_new_password[password_with_at_symbol]","tests.API.User","Mon Sep 01 15:00:24 UTC 2025","passed","Mon Sep 01 15:00:24 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","10","test_create_user_invalid_username[Spaces in the username]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","10","test_update_user_invalid_username[percent_symbol_in_username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","9","test_login_user_invalid_email[Invalid email1]","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserInvalidValidation","test_login_user","",""
"","9","test_login_user_missing_required_field[email-422]","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserNegative","test_login_user","",""
"","9","test_create_user_invalid_email[hash_in_domain]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","12","test_update_user_invalid_current_password[Spaces in the password]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","49","test_logout_user_positive","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLogoutUserPositive","test_logout_user","",""
"","11","test_update_user_invalid_username[brackets_in_username]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","9","test_create_user_invalid_passwords[Bool [F,T] in the passwords]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","9","test_create_user_invalid_email[ends_with_dot]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_create_user_invalid_passwords[None in the passwords]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","9","test_create_user_invalid_username[colon_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","28","test_login_user_with_duplicate_field","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserNegative","test_login_user","",""
"","11","test_update_user_invalid_username[less_than_in_username]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","10","test_get_tokens_with_not_refresh_token","tests.API.User","Mon Sep 01 15:00:11 UTC 2025","passed","Mon Sep 01 15:00:11 UTC 2025","TestRefreshTokenNegative","test_refresh_token_user","",""
"","9","test_create_user_invalid_passwords[Password do not match]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","10","test_update_user_invalid_username[apostrophe_in_username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","9","test_create_user_missing_required_field[confirmPassword-422]","tests.API.User","Mon Sep 01 15:00:09 UTC 2025","passed","Mon Sep 01 15:00:09 UTC 2025","TestCreateUserNegative","test_create_user","",""
"","12","test_update_user_invalid_email[equals_in_domain]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","9","test_request_without_header_authorization[api_client_user-<lambda>0]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","9","test_request_wrong_header_authorization[api_client_user-<lambda>2]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","10","test_create_user_invalid_email[local_part_too_long]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","21","test_create_user_valid_passwords[password_with_space]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserValidValidation","test_create_user","",""
"","11","test_create_user_invalid_username[maximum_username_length]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","25","test_get_tokens_with_expired_refresh_token","tests.API.User","Mon Sep 01 15:00:11 UTC 2025","passed","Mon Sep 01 15:00:11 UTC 2025","TestRefreshTokenNegative","test_refresh_token_user","",""
"","12","test_create_user_invalid_username[double_underscore]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","13","test_update_user_invalid_email[Invalid email0]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","11","test_upload_invalid_avatar_extension[xlsx]","tests.API.User","Mon Sep 01 15:00:31 UTC 2025","passed","Mon Sep 01 15:00:31 UTC 2025","TestUploadAvatarNegative","test_upload_avatar_user","",""
"","19","test_create_user_valid_username[complex_valid_username]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserValidValidation","test_create_user","",""
"","11","test_update_user_invalid_current_password[Bool in the password0]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","9","test_login_user_invalid_email[starts_with_dot]","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserInvalidValidation","test_login_user","",""
"","21","test_create_user_valid_email[valid_dash_in_local]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserValidValidation","test_create_user","",""
"","10","test_create_user_invalid_username[sql_injection_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","10","test_create_user_invalid_username[dot_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","551","test_update_user_valid_email[valid_dot_in_local]","tests.API.User","Mon Sep 01 15:00:18 UTC 2025","passed","Mon Sep 01 15:00:18 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","10","test_update_user_invalid_username[comma_in_username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","12","test_wallet_deposit_invalid_amount[-422]","tests.API.Wallet","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestWalletDepositInvalidValidation","test_wallet_deposit","",""
"","551","test_update_user_valid_email[valid_underscore_in_local]","tests.API.User","Mon Sep 01 15:00:20 UTC 2025","passed","Mon Sep 01 15:00:20 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","298","test_update_user_valid_current_password[minimum_8_letters]","tests.API.User","Mon Sep 01 15:00:26 UTC 2025","passed","Mon Sep 01 15:00:27 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","9","test_create_user_invalid_username[equals_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","9","test_create_user_missing_required_field[email-422]","tests.API.User","Mon Sep 01 15:00:09 UTC 2025","passed","Mon Sep 01 15:00:09 UTC 2025","TestCreateUserNegative","test_create_user","",""
"","12","test_update_user_invalid_username[maximum_username_length]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","21","test_create_user[Minimum password and username length]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserPositive","test_create_user","",""
"","9","test_create_user_invalid_username[brackets_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","15","test_upload_valid_avatar[png]","tests.API.User","Mon Sep 01 15:00:31 UTC 2025","passed","Mon Sep 01 15:00:31 UTC 2025","TestUploadAvatarPositive","test_upload_avatar_user","",""
"","9","test_create_user_invalid_email[Invalid email1]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","10","test_create_user_invalid_username[Empty username]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","19","test_create_user_valid_passwords[password_with_dollar_symbol]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserValidValidation","test_create_user","",""
"","10","test_update_user_invalid_username[hash_symbol_in_username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","1032","test_get_tokens_positive","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:11 UTC 2025","TestRefreshTokenPositive","test_refresh_token_user","",""
"","10","test_wallet_deposit_invalid_amount[asdadasdsa-422]","tests.API.Wallet","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestWalletDepositInvalidValidation","test_wallet_deposit","",""
"","13","test_update_user_invalid_new_password[Password length < 8]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","12","test_expired_access_token[api_client_user-<lambda>0]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","11","test_upload_invalid_avatar_extension[svg]","tests.API.User","Mon Sep 01 15:00:31 UTC 2025","passed","Mon Sep 01 15:00:31 UTC 2025","TestUploadAvatarNegative","test_upload_avatar_user","",""
"","26","test_login_user_valid_email[valid_dash_in_domain]","tests.API.User","Mon Sep 01 15:00:09 UTC 2025","passed","Mon Sep 01 15:00:09 UTC 2025","TestLoginUserValidValidation","test_login_user","",""
"","297","test_update_user_valid_username[valid_alphanumeric]","tests.API.User","Mon Sep 01 15:00:12 UTC 2025","passed","Mon Sep 01 15:00:12 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","9","test_create_user_invalid_notifications_fields[email-asd-422-string_in_email_notification]","tests.API.User","Mon Sep 01 15:00:08 UTC 2025","passed","Mon Sep 01 15:00:08 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","12","test_update_user_invalid_new_password[Bool in the password1]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","300","test_update_user_valid_new_password[minimum_8_letters]","tests.API.User","Mon Sep 01 15:00:23 UTC 2025","passed","Mon Sep 01 15:00:24 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","10","test_create_user_invalid_username[quote_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_request_without_header_authorization[api_client_wallet-<lambda>0]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","9","test_create_user_invalid_username[braces_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","10","test_create_user_invalid_username[asterisk_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","9","test_create_user_invalid_username[cyrillic_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","9","test_expired_access_token[api_client_wallet-<lambda>1]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","11","test_create_user_invalid_email[Invalid email0]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_upload_invalid_avatar_extension[pdf]","tests.API.User","Mon Sep 01 15:00:31 UTC 2025","passed","Mon Sep 01 15:00:31 UTC 2025","TestUploadAvatarNegative","test_upload_avatar_user","",""
"","10","test_update_user_invalid_current_password[password is empty]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","10","test_update_user_invalid_email[Invalid email2]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","25","test_login_user_valid_password[mixed_case_with_numbers]","tests.API.User","Mon Sep 01 15:00:09 UTC 2025","passed","Mon Sep 01 15:00:09 UTC 2025","TestLoginUserValidValidation","test_login_user","",""
"","10","test_wallet_deposit_invalid_amount[None-422]","tests.API.Wallet","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestWalletDepositInvalidValidation","test_wallet_deposit","",""
"","297","test_update_user_valid_current_password[password_with_exclamation]","tests.API.User","Mon Sep 01 15:00:28 UTC 2025","passed","Mon Sep 01 15:00:28 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","31","test_wallet_deposit_after_user_delete_in_db","tests.API.Wallet","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestWalletDepositNegative","test_wallet_deposit","",""
"","11","test_update_user_invalid_username[double_dash]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","11","test_create_user_invalid_username[semicolon_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","10","test_update_user_invalid_username[equals_in_username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","24","test_get_user_wallet_valid_access_token","tests.API.Wallet","Mon Sep 01 15:00:31 UTC 2025","passed","Mon Sep 01 15:00:31 UTC 2025","TestGetUserWalletPositive","test_get_wallet","",""
"","298","test_update_user_valid_current_password[cyrillic_password]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","11","test_update_user_invalid_username[dot_in_username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","10","test_create_user_invalid_notifications_fields[newsletter-None-422-none_in_email_notification]","tests.API.User","Mon Sep 01 15:00:08 UTC 2025","passed","Mon Sep 01 15:00:08 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","14","test_login_user_invalid_email[Bool in the email1]","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserInvalidValidation","test_login_user","",""
"","9","test_create_user_invalid_username[Bool in the username0]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","24","test_request_wrong_header_authorization[api_client_user-<lambda>0]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","27","test_login_user_valid_email[valid_plus_in_local]","tests.API.User","Mon Sep 01 15:00:09 UTC 2025","passed","Mon Sep 01 15:00:09 UTC 2025","TestLoginUserValidValidation","test_login_user","",""
"","13","test_create_user_invalid_username[Number in the username]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","12","test_create_user_invalid_username[plus_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_update_user_invalid_username[colon_in_username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","314","test_update_user_delete_cache_user_data_after_update","tests.API.User","Mon Sep 01 15:00:12 UTC 2025","passed","Mon Sep 01 15:00:12 UTC 2025","TestUpdateUserPositive","test_update_user","",""
"","12","test_update_user_invalid_username[Number in the username]","tests.API.User","Mon Sep 01 15:00:29 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","11","test_create_user_invalid_username[Bool in the username1]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","296","test_update_user_valid_current_password[password_with_space]","tests.API.User","Mon Sep 01 15:00:28 UTC 2025","passed","Mon Sep 01 15:00:29 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","10","test_create_user_invalid_email[Empty email]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_create_user_invalid_email[Invalid email3]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_request_after_modify_token[api_client_user-<lambda>0]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","10","test_login_user_invalid_email[ampersand_in_domain]","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserInvalidValidation","test_login_user","",""
"","13","test_update_user_invalid_username[ends_with_underscore]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","20","test_create_user_valid_username[valid_single_char]","tests.API.User","Mon Sep 01 15:00:06 UTC 2025","passed","Mon Sep 01 15:00:06 UTC 2025","TestCreateUserValidValidation","test_create_user","",""
"","12","test_create_user_invalid_username[None in the username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","550","test_update_user_valid_username[uppercase_letters]","tests.API.User","Mon Sep 01 15:00:16 UTC 2025","passed","Mon Sep 01 15:00:16 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","550","test_update_user_valid_username[valid_with_dash]","tests.API.User","Mon Sep 01 15:00:12 UTC 2025","passed","Mon Sep 01 15:00:13 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","11","test_update_user_invalid_email[Invalid email1]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","9","test_expired_access_token[api_client_user-<lambda>1]","tests.Middleware","Mon Sep 01 15:00:32 UTC 2025","passed","Mon Sep 01 15:00:32 UTC 2025","TestMiddlewareNegative","test_user_wallet_subscription_auth_middleware","",""
"","9","test_create_user_invalid_username[question_mark_in_username]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_login_user_invalid_email[Empty email]","tests.API.User","Mon Sep 01 15:00:10 UTC 2025","passed","Mon Sep 01 15:00:10 UTC 2025","TestLoginUserInvalidValidation","test_login_user","",""
"","11","test_update_user_invalid_username[ends_with_dash]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","296","test_update_user_valid_new_password[cyrillic_password]","tests.API.User","Mon Sep 01 15:00:25 UTC 2025","passed","Mon Sep 01 15:00:26 UTC 2025","TestUpdateUserValidValidation","test_update_user","",""
"","11","test_create_user_invalid_email[percent_in_domain]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","9","test_create_user_invalid_username[underscore_dash]","tests.API.User","Mon Sep 01 15:00:07 UTC 2025","passed","Mon Sep 01 15:00:07 UTC 2025","TestCreateUserInvalidValidation","test_create_user","",""
"","11","test_update_user_invalid_username[underscore_dash]","tests.API.User","Mon Sep 01 15:00:30 UTC 2025","passed","Mon Sep 01 15:00:30 UTC 2025","TestUpdateUserInvalidValidation","test_update_user","",""
"","13","test_upload_invalid_avatar_extension[mp4]","tests.API.User","Mon Sep 01 15:00:31 UTC 2025","passed","Mon Sep 01 15:00:31 UTC 2025","TestUploadAvatarNegative","test_upload_avatar_user","",""
